CUST_ID,TENURE,BALANCE_RANGE,PURCHASES_RANGE,ONEOFF_PURCHASES_RANGE,INSTALLMENTS_PURCHASES_RANGE,CASH_ADVANCE_RANGE,CREDIT_LIMIT_RANGE,PAYMENTS_RANGE,MINIMUM_PAYMENTS_RANGE,BALANCE_FREQUENCY_RANGE,PURCHASES_FREQUENCY_RANGE,ONEOFF_PURCHASES_FREQUENCY_RANGE,PURCHASES_INSTALLMENTS_FREQUENCY_RANGE,CASH_ADVANCE_FREQUENCY_RANGE,PRC_FULL_PAYMENT_RANGE,PURCHASES_TRX_RANGE,CASH_ADVANCE_TRX_RANGE,SCORE_RANGE
C12278,12,1,1,0,1,0,3,1,1,10,10,0,10,0,9,3,0,4
C12279,12,5,1,1,0,4,6,3,3,10,1,1,0,6,0,1,3,4
C12280,12,3,0,0,0,1,3,2,1,10,0,0,0,2,0,0,1,7
C12281,12,5,3,2,3,4,6,4,4,10,10,2,10,3,0,4,1,7
C12282,12,2,1,0,1,0,6,2,1,10,1,0,1,0,0,1,0,6
C12283,12,4,1,1,0,0,5,3,3,10,10,10,0,0,0,3,0,6
C12284,12,5,0,0,0,4,5,3,3,10,0,0,0,5,0,0,3,4
C12285,10,1,3,3,0,0,5,3,1,5,5,5,0,0,10,5,0,5
C12286,11,1,3,2,3,0,4,6,1,10,10,4,8,0,10,4,0,6
C12287,12,1,3,3,3,0,5,3,1,10,10,10,7,0,0,6,0,4
C12288,12,3,2,2,0,0,3,3,1,10,3,3,0,0,0,1,0,6
C12289,12,3,3,1,3,0,5,3,1,10,10,10,10,0,0,5,0,5
C12291,12,1,0,0,0,0,4,1,1,10,4,0,4,0,0,0,0,7
C12292,12,2,1,0,1,0,3,3,1,10,10,0,10,0,4,3,0,5
C12293,10,1,1,0,1,0,5,0,0,2,1,0,1,0,0,1,0,6
C12294,12,3,0,0,0,1,3,2,1,10,0,0,0,1,0,0,1,4
C12295,12,1,3,3,2,0,3,3,1,10,10,10,10,0,3,7,0,5
C12296,12,2,3,1,2,4,3,4,1,10,7,2,5,3,3,2,2,6
C12297,12,3,0,0,0,1,3,1,2,10,0,0,0,2,0,0,1,6
C12298,10,1,1,1,0,0,5,2,1,5,2,2,0,0,0,1,0,5
C12299,12,1,0,0,0,1,2,1,1,10,0,0,0,1,0,0,1,7
C12300,12,1,2,1,2,0,5,2,1,10,10,4,10,0,6,5,0,7
C12301,12,1,1,0,1,0,6,1,1,1,5,0,5,0,0,1,0,4
C12302,12,4,3,3,1,3,5,3,3,10,10,6,10,5,0,6,2,5
C12303,12,1,1,0,1,0,3,1,1,9,7,0,6,0,3,2,0,6
C12304,12,3,0,0,0,1,3,2,1,10,0,0,0,1,0,0,1,8
C12305,12,2,3,3,1,4,5,4,1,10,6,5,2,2,0,5,2,6
C12306,12,3,2,2,1,0,3,3,3,10,10,10,4,0,0,4,0,7
C12307,9,2,0,0,0,1,2,1,1,10,0,0,0,2,0,0,1,5
C12308,12,1,2,2,1,0,6,3,1,9,6,5,4,0,5,3,0,5
C12309,11,3,1,1,1,2,5,3,1,10,10,2,10,2,2,3,1,5
C12310,12,4,0,0,0,6,6,6,3,10,0,0,0,9,2,0,7,5
C12311,12,1,3,2,1,0,5,3,1,10,10,10,5,0,5,6,0,7
C12312,12,4,3,3,0,0,5,3,3,10,1,1,0,0,0,1,0,4
C12313,12,1,1,1,0,0,4,1,1,6,1,1,0,0,0,1,0,5
C12314,12,3,2,1,1,1,3,2,3,10,10,3,10,2,0,6,1,6
C12315,12,1,3,0,3,0,5,3,1,10,10,0,10,0,10,5,0,6
C12316,11,2,0,0,0,4,3,4,2,10,0,0,0,3,2,0,1,5
C12317,12,3,1,1,0,1,3,2,1,10,3,3,0,1,0,1,1,5
C12318,12,2,0,0,0,3,3,3,1,10,0,0,0,4,1,0,3,5
C12319,12,5,3,3,0,3,5,3,3,10,5,5,0,6,0,4,2,4
C12320,12,3,1,1,0,0,5,1,2,10,10,10,0,0,0,3,0,5
C12321,12,1,4,3,2,0,6,4,1,8,10,10,5,0,10,6,0,7
C12322,12,1,1,1,1,0,5,3,1,10,4,4,3,0,1,2,0,6
C12323,12,3,2,2,1,0,3,1,2,10,10,5,8,0,0,4,0,10
C12324,12,2,1,1,1,2,5,1,1,10,6,4,3,5,0,2,2,5
C12325,12,3,2,1,1,0,3,3,4,10,10,2,10,0,0,4,0,5
C12326,11,3,2,2,0,0,4,3,1,10,9,9,0,0,1,2,0,3
C12327,12,3,3,3,1,0,6,5,1,10,10,10,2,0,2,6,0,5
C12329,12,5,2,2,1,4,5,3,3,10,5,1,3,7,0,3,3,5
C12330,12,2,5,4,3,0,5,5,1,10,10,9,8,0,10,7,0,6
C12331,9,2,3,3,0,0,3,1,1,10,2,2,0,0,0,1,0,6
C12332,12,2,6,5,5,0,6,6,1,10,10,10,10,0,9,8,0,5
C12333,12,1,1,0,1,0,5,1,1,10,8,0,6,0,2,2,0,6
C12334,12,5,1,1,0,3,6,3,3,10,1,1,0,3,0,1,1,6
C12335,12,2,1,1,0,1,2,1,1,10,1,1,0,1,0,1,1,6
C12336,12,2,5,4,3,0,4,5,1,10,10,10,10,0,5,8,0,7
C12337,10,2,1,1,1,4,4,3,1,5,6,1,5,2,0,2,5,5
C12338,12,4,1,1,1,5,5,6,3,10,8,4,6,10,1,3,6,6
C12339,8,3,3,3,0,0,3,1,1,10,2,2,0,0,0,1,0,6
C12340,6,3,1,1,1,0,5,1,1,10,2,2,2,0,0,1,0,4
C12341,12,1,1,1,0,0,4,1,1,8,5,5,0,0,5,2,0,6
C12342,12,3,1,1,1,3,5,2,2,10,5,1,5,5,0,2,4,5
C12343,12,1,2,2,1,0,5,2,1,10,10,10,6,0,1,5,0,7
C12344,12,3,0,0,0,1,3,1,2,10,0,0,0,1,0,0,1,5
C12345,12,1,1,0,1,0,4,3,1,7,8,0,8,0,0,3,0,5
C12346,12,1,1,1,0,0,5,1,1,4,5,5,0,0,0,1,0,6
C12347,12,5,4,4,2,5,6,6,3,10,10,10,10,9,1,7,5,6
C12348,12,2,3,3,1,1,5,3,1,10,7,5,5,3,0,3,1,7
C12349,12,3,1,1,0,4,3,4,3,10,3,3,0,4,1,2,1,5
C12350,12,1,1,1,0,0,5,1,1,10,10,10,0,0,3,3,0,6
C12351,12,3,2,0,2,0,3,3,4,10,6,0,6,0,0,2,0,5
C12352,12,1,1,1,0,2,5,3,1,7,1,1,0,1,2,1,1,5
C12353,12,3,1,1,0,0,3,1,1,10,5,5,0,0,0,2,0,5
C12354,12,3,1,1,0,0,3,2,2,10,2,2,0,0,0,1,0,4
C12355,12,1,2,2,0,0,5,3,1,10,2,2,0,0,0,1,0,5
C12356,12,2,3,2,1,0,3,3,3,10,7,2,6,0,0,3,0,7
C12357,12,2,3,3,2,0,3,3,1,10,10,5,8,0,1,6,0,4
C12358,12,3,3,0,3,0,3,3,3,10,10,0,10,0,0,6,0,6
C12359,12,5,3,2,3,5,5,3,3,10,10,6,9,7,0,6,5,5
C12360,12,1,1,1,0,0,3,2,1,3,2,2,0,0,0,1,0,4
C12361,12,1,1,0,1,0,5,1,1,10,9,0,9,0,0,2,0,6
C12362,12,1,3,3,2,0,5,2,1,10,10,10,6,0,2,6,0,6
C12363,12,3,0,0,0,1,3,1,1,10,0,0,0,2,0,0,1,4
C12364,12,3,3,0,3,0,4,1,2,10,10,0,10,0,0,5,0,7
C12365,12,1,3,3,0,0,3,3,1,8,1,1,0,0,0,1,0,5
C12366,11,3,1,1,0,0,3,1,1,10,1,1,0,0,0,1,0,4
C12367,12,5,4,4,2,3,6,3,3,10,10,10,4,3,0,7,1,8
C12368,12,1,1,1,0,0,4,1,1,4,1,1,0,0,0,1,0,5
C12369,12,3,1,1,0,3,3,3,2,10,10,10,0,5,1,3,4,4
C12370,11,2,0,0,0,3,3,1,1,8,0,0,0,1,0,0,1,4
C12371,12,2,0,0,0,3,3,3,1,10,0,0,0,3,0,0,1,6
C12372,12,1,3,1,3,0,5,3,1,10,10,3,10,0,0,6,0,7
C12373,12,4,0,0,0,3,5,3,3,10,0,0,0,5,0,0,2,7
C12374,12,3,1,0,1,0,3,1,1,10,10,0,10,0,0,3,0,5
C12375,11,2,0,0,0,3,3,1,1,8,0,0,0,1,0,0,1,5
C12376,12,3,0,0,0,4,5,3,1,6,0,0,0,2,0,0,1,5
C12377,12,5,0,0,0,4,5,3,3,10,0,0,0,4,0,0,2,5
C12378,8,0,1,1,0,0,5,0,0,0,2,2,0,0,0,1,0,4
C12381,12,1,1,0,1,0,3,1,1,7,6,0,6,0,10,2,0,5
C12382,12,4,3,1,3,0,6,3,3,10,10,3,10,0,0,6,0,6
C12383,12,4,3,2,3,0,5,3,3,10,10,5,10,0,0,5,0,7
C12384,12,3,5,5,3,0,5,5,1,10,10,10,10,0,2,8,0,6
C12385,12,3,3,1,2,3,3,3,3,10,10,1,9,4,0,5,3,6
C12386,12,3,0,0,0,3,3,1,2,10,0,0,0,1,0,0,1,6
C12387,12,1,3,2,2,0,5,3,1,10,10,2,10,0,0,6,0,4
C12388,12,1,1,1,0,1,5,1,1,10,2,2,0,1,0,1,1,6
C12389,7,2,3,2,2,1,2,2,1,9,8,3,6,3,2,3,1,5
C12390,12,1,2,1,2,0,4,2,1,10,10,1,10,0,10,3,0,5
C12391,12,3,2,1,2,1,4,2,2,10,8,1,6,1,0,3,1,5
C12392,12,2,0,0,0,1,2,1,1,10,0,0,0,1,0,0,1,4
C12393,12,3,0,0,0,1,3,1,1,10,0,0,0,3,0,0,1,8
C12394,12,1,1,0,1,0,5,1,1,3,4,0,4,0,4,1,0,8
C12395,12,4,1,1,0,1,3,2,4,10,2,2,0,2,0,1,2,4
C12396,12,1,0,0,0,2,5,3,1,2,0,0,0,1,10,0,1,5
C12397,12,3,1,1,0,5,3,4,1,10,3,3,0,5,2,1,2,6
C12398,12,1,3,0,3,0,4,3,1,10,10,0,10,0,8,3,0,4
C12399,12,1,1,1,0,0,6,1,1,4,4,4,0,0,2,1,0,6
C12400,12,3,3,1,2,0,3,1,1,10,10,4,10,0,0,6,0,6
C12401,12,1,1,1,0,0,4,1,1,10,1,1,0,0,0,1,0,5
C12402,12,5,0,0,0,3,6,4,3,10,0,0,0,3,0,0,2,6
C12403,12,3,2,1,2,2,5,1,1,10,7,1,5,2,0,3,1,6
C12404,12,1,3,3,1,1,5,3,1,10,10,7,5,1,9,4,1,7
C12405,12,4,3,2,3,0,4,3,3,10,10,7,10,0,0,6,0,5
C12406,7,1,1,0,1,0,4,1,1,6,9,0,8,0,0,2,0,4
C12407,12,1,4,0,4,0,6,4,1,10,10,0,10,0,6,4,0,4
C12408,12,4,1,1,0,2,4,2,2,10,1,1,0,2,0,1,1,6
C12409,12,1,3,3,3,1,4,3,1,5,10,4,10,1,0,7,1,6
C12410,12,5,3,3,3,6,6,3,3,10,8,4,7,6,0,6,2,7
C12411,12,4,1,1,0,0,5,5,3,10,2,2,0,0,1,1,0,6
C12412,12,3,4,3,3,3,5,4,1,10,10,10,10,5,0,6,2,4
C12413,12,5,2,2,0,5,6,3,3,10,4,4,0,7,0,1,4,5
C12414,12,4,2,1,1,0,5,2,2,10,6,2,5,0,0,2,0,6
C12415,12,4,1,0,1,5,5,5,2,10,5,0,5,6,1,2,4,4
C12416,12,5,0,0,0,4,5,3,4,10,0,0,0,5,0,0,2,4
C12417,7,2,0,0,0,4,5,1,1,9,0,0,0,6,0,0,3,7
C12418,12,5,3,1,3,0,5,3,3,10,10,3,10,0,0,8,0,8
C12419,12,1,1,0,1,0,3,2,1,10,10,0,10,0,0,5,0,6
C12420,12,3,2,0,2,0,2,2,3,10,10,0,10,0,0,5,0,6
C12421,12,4,0,0,0,4,4,4,2,10,0,0,0,3,0,0,1,6
C12422,12,5,2,2,0,3,6,4,3,10,2,2,0,4,0,1,2,5
C12423,12,2,2,2,1,0,3,3,1,10,5,5,2,0,0,3,0,5
C12424,12,3,2,1,1,3,3,3,2,10,8,8,4,3,0,4,1,5
C12425,12,4,0,0,0,2,5,3,3,10,0,0,0,1,0,0,1,6
C12426,12,2,0,0,0,2,3,3,1,10,0,0,0,1,1,0,1,5
C12427,12,4,2,2,1,0,5,2,2,10,6,5,3,0,0,3,0,5
C12428,12,2,3,1,3,1,4,2,1,10,10,1,10,1,2,7,1,5
C12429,12,2,1,1,0,0,4,2,1,10,3,3,0,0,0,1,0,6
C12430,12,1,2,0,2,0,5,2,1,10,10,0,10,0,8,4,0,7
C12431,12,2,1,1,0,3,3,1,1,10,4,4,0,5,0,2,3,6
C12432,12,2,3,1,3,0,4,3,1,10,10,4,10,0,0,7,0,6
C12433,12,3,3,3,0,1,3,4,2,10,10,10,0,1,0,7,1,5
C12434,12,6,3,0,3,4,6,4,4,10,10,0,10,3,0,3,1,6
C12435,12,1,3,3,2,0,5,3,1,10,10,10,10,0,10,6,0,9
C12436,12,2,5,5,3,0,6,5,1,10,10,10,10,0,10,8,0,6
C12437,12,3,2,1,1,3,3,2,2,9,7,5,5,4,0,5,2,7
C12438,12,3,0,0,0,2,3,4,4,10,0,0,0,1,0,0,1,5
C12439,12,1,0,0,0,4,6,5,1,6,0,0,0,3,8,0,2,6
C12440,12,1,1,1,1,0,3,3,1,10,5,1,5,0,2,2,0,6
C12441,12,1,1,0,1,0,6,2,1,10,9,0,9,0,10,3,0,6
C12442,12,3,3,3,1,0,5,4,2,10,5,3,4,0,1,3,0,6
C12443,12,2,0,0,0,2,4,3,1,10,0,0,0,1,1,0,1,4
C12444,7,1,1,1,0,0,6,1,1,6,5,5,0,0,0,1,0,5
C12445,12,1,2,0,2,0,2,1,1,10,10,0,10,0,8,4,0,4
C12446,12,5,5,5,2,0,6,3,4,10,10,6,10,0,0,7,0,6
C12447,12,5,1,0,1,3,5,2,3,10,10,0,10,3,0,3,1,5
C12448,12,3,0,0,0,1,3,1,2,10,0,0,0,2,0,0,1,5
C12449,12,1,2,2,1,0,5,2,1,10,8,3,5,0,2,4,0,8
C12450,8,3,0,0,0,3,3,1,1,9,0,0,0,2,0,0,1,7
C12451,12,3,0,0,0,1,5,3,2,10,0,0,0,1,0,0,1,6
C12452,12,1,3,0,3,0,5,3,1,10,10,0,10,0,4,5,0,7
C12453,12,1,1,0,1,0,4,1,1,2,10,0,10,0,1,3,0,9
C12454,12,1,2,0,2,0,4,2,1,10,7,0,7,0,2,3,0,8
C12455,12,5,3,3,1,2,5,3,3,10,10,10,5,1,0,5,1,4
C12456,12,3,3,3,2,3,4,4,3,10,5,4,4,5,0,3,2,5
C12457,12,1,3,2,3,0,5,4,1,10,10,6,10,0,5,5,0,6
C12458,12,3,0,0,0,5,5,2,3,10,0,0,0,6,0,0,2,7
C12459,12,1,1,0,1,1,3,2,1,10,4,0,4,2,2,1,1,7
C12460,12,5,1,1,0,5,6,5,3,10,2,2,0,7,0,1,6,4
C12461,12,3,2,0,2,2,2,2,3,10,10,0,10,2,0,5,1,5
C12462,12,5,0,0,0,5,5,5,3,10,0,0,0,7,0,0,5,6
C12463,12,1,1,1,0,0,3,1,1,10,1,1,0,0,0,1,0,7
C12464,12,3,4,4,1,4,5,5,2,10,10,8,10,2,2,7,3,6
C12465,12,5,3,3,1,3,5,3,3,10,9,5,7,4,0,4,1,8
C12466,12,3,0,0,0,1,3,2,2,10,0,0,0,3,0,0,1,6
C12467,12,3,1,1,0,3,3,4,1,10,1,1,0,2,1,1,1,8
C12468,12,1,3,2,3,0,5,3,1,10,10,5,10,0,3,6,0,6
C12469,12,3,0,0,0,2,3,1,1,10,0,0,0,1,0,0,1,8
C12470,12,4,0,0,0,4,4,3,2,10,0,0,0,7,0,0,2,6
C12471,12,2,5,4,3,0,5,5,1,10,10,3,10,0,10,6,0,7
C12472,12,4,1,1,0,2,5,3,3,10,1,1,0,3,0,1,1,7
C12473,12,4,5,3,5,0,6,4,3,10,10,3,10,0,0,7,0,6
C12474,12,2,4,4,0,2,3,5,1,6,2,2,0,1,4,1,1,4
C12475,12,1,1,1,1,0,3,1,1,10,5,1,5,0,0,3,0,5
C12476,12,6,3,3,1,3,6,3,4,10,8,6,5,6,0,4,3,6
C12477,12,3,2,0,2,0,2,1,6,10,10,0,10,0,0,3,0,5
C12478,12,1,3,1,3,0,3,3,1,8,10,1,10,0,2,6,0,7
C12479,12,1,4,3,3,0,5,3,1,10,10,10,10,0,4,7,0,5
C12480,8,2,2,2,0,0,3,1,1,10,2,2,0,0,0,1,0,5
C12481,11,4,3,3,0,4,5,2,3,10,5,5,0,6,1,5,4,4
C12482,12,0,1,0,1,0,5,0,0,0,10,0,10,0,0,4,0,5
C12483,12,3,2,1,1,0,3,2,1,10,6,1,5,0,0,2,0,6
C12484,12,1,3,0,3,0,5,3,1,9,10,0,10,0,3,3,0,6
C12485,12,1,1,1,0,3,3,2,3,3,1,1,0,2,0,1,2,7
C12486,12,3,0,0,0,3,5,2,2,10,0,0,0,1,0,0,1,7
C12487,12,1,1,1,0,0,3,1,1,6,1,1,0,0,0,1,0,4
C12488,12,1,2,0,2,0,6,2,1,10,10,0,10,0,9,3,0,6
C12489,12,3,4,4,1,4,5,5,2,10,10,9,5,2,0,6,2,7
C12490,12,1,1,0,1,0,3,1,1,10,10,0,10,0,3,3,0,6
C12491,12,1,2,1,2,0,5,3,1,10,10,2,9,0,1,3,0,5
C12492,12,1,2,0,2,0,4,2,1,10,5,0,5,0,0,2,0,6
C12493,12,3,3,3,1,1,3,3,1,10,10,5,9,2,2,5,1,5
C12494,12,1,3,2,2,0,5,3,1,10,10,10,5,0,10,4,0,4
C12495,12,6,2,2,1,5,6,3,4,10,5,3,4,2,0,4,3,5
C12497,12,4,0,0,0,1,3,1,6,10,0,0,0,1,0,0,1,5
C12498,12,3,0,0,0,2,3,2,2,10,0,0,0,2,0,0,1,7
C12499,12,3,2,2,0,1,5,2,2,10,4,4,0,2,0,3,1,5
C12500,11,4,0,0,0,3,5,3,3,10,0,0,0,1,0,0,1,6
C12501,12,4,2,0,2,3,4,3,3,10,5,0,5,5,0,2,2,3
C12502,11,1,1,0,1,0,4,4,1,2,1,0,1,0,0,1,0,7
C12503,12,3,0,0,0,1,5,4,2,8,0,0,0,1,2,0,1,7
C12504,12,3,1,1,0,1,3,1,2,10,1,1,0,1,0,1,1,4
C12505,12,1,4,4,2,0,4,4,1,10,10,10,5,0,10,7,0,6
C12506,12,5,2,2,0,4,6,3,3,10,1,1,0,5,0,1,2,6
C12507,12,4,2,2,1,0,6,2,3,10,6,3,5,0,0,3,0,5
C12508,12,3,2,1,1,0,3,2,1,10,10,1,10,0,0,4,0,6
C12509,10,1,1,0,1,0,2,2,1,8,6,0,5,0,9,2,0,7
C12510,12,3,1,0,1,0,3,2,2,10,10,0,10,0,0,6,0,5
C12511,12,4,2,1,1,3,5,3,3,10,4,1,2,6,0,1,3,6
C12512,7,1,1,0,1,0,3,1,1,5,10,0,10,0,10,2,0,4
C12513,12,5,0,0,0,4,5,3,3,10,0,0,0,1,0,0,1,6
C12514,12,1,2,2,1,0,5,3,1,10,10,10,10,0,10,5,0,5
C12515,12,5,3,1,2,4,6,3,3,10,10,5,9,7,0,5,5,6
C12516,12,4,3,2,1,4,5,2,2,10,8,5,5,5,0,4,3,5
C12517,12,1,3,1,3,0,4,3,1,10,10,2,10,0,9,7,0,4
C12518,12,1,3,1,2,0,5,3,1,10,10,10,8,0,10,5,0,7
C12519,12,3,3,3,1,0,5,1,1,10,8,5,5,0,0,4,0,5
C12520,12,4,3,2,2,4,5,4,3,10,10,5,10,7,0,5,6,5
C12521,12,2,0,0,0,3,5,3,1,10,0,0,0,1,2,0,1,5
C12522,12,4,0,0,0,5,5,5,3,10,0,0,0,10,0,0,5,5
C12523,12,3,0,0,0,3,3,4,2,10,0,0,0,1,1,0,1,5
C12524,10,3,1,1,0,1,3,2,3,10,1,1,0,3,0,1,1,6
C12525,12,1,0,0,0,2,3,1,1,10,0,0,0,2,1,0,1,6
C12526,12,1,1,0,1,0,4,1,1,7,6,0,5,0,8,2,0,5
C12527,12,3,4,4,1,0,4,4,1,10,8,7,3,0,1,6,0,4
C12528,12,6,0,0,0,6,6,6,4,10,0,0,0,6,0,0,5,6
C12529,8,1,1,1,0,1,3,1,1,9,2,2,0,2,3,1,1,4
C12530,12,1,2,2,0,0,3,2,1,8,3,3,0,0,0,1,0,6
C12531,12,2,3,3,2,1,4,4,1,10,10,10,7,2,4,6,1,5
C12532,10,1,1,0,1,0,3,1,1,3,4,0,3,0,0,1,0,6
C12533,12,1,1,1,1,0,6,2,1,8,5,1,4,0,5,1,0,4
C12534,12,1,2,1,2,2,5,4,1,10,5,1,3,1,1,1,1,4
C12535,12,3,1,1,0,0,5,4,1,10,1,1,0,0,0,1,0,4
C12536,7,3,0,0,0,1,3,1,1,10,0,0,0,3,0,0,1,7
C12537,12,2,1,1,0,6,6,6,1,8,1,1,0,2,2,1,2,5
C12538,12,1,3,0,3,0,3,3,3,10,10,0,10,0,10,3,0,4
C12539,12,5,0,0,0,3,5,3,3,10,0,0,0,2,0,0,1,6
C12540,12,3,1,0,1,3,3,2,1,10,4,0,3,1,0,1,1,5
C12541,12,5,2,1,2,3,5,3,3,10,10,1,10,5,0,6,2,5
C12542,12,1,4,3,3,0,6,4,1,10,9,5,8,0,10,5,0,4
C12543,12,4,2,0,2,5,5,5,3,10,9,0,8,2,0,6,1,5
C12544,12,5,1,1,1,3,5,3,4,10,6,1,5,2,0,3,1,5
C12545,12,3,2,0,2,0,2,3,3,10,9,0,9,0,0,8,0,7
C12546,12,4,1,1,1,0,5,3,2,10,5,1,5,0,0,2,0,5
C12547,12,5,3,3,2,3,5,5,4,10,10,6,10,5,0,7,4,6
C12548,12,4,2,2,0,3,5,3,3,10,5,5,0,2,0,2,1,7
C12549,9,4,3,3,0,5,5,4,2,9,3,3,0,5,0,2,3,7
C12550,12,1,3,3,0,0,4,3,1,6,10,10,0,0,0,3,0,4
C12551,12,4,4,3,3,0,6,3,3,10,10,4,9,0,0,5,0,5
C12552,12,3,3,2,3,0,3,1,2,8,5,1,4,0,0,2,0,4
C12553,8,1,1,0,1,0,3,1,1,5,10,0,9,0,5,2,0,6
C12554,12,1,3,2,2,1,6,3,1,10,10,1,10,1,1,3,1,5
C12555,12,3,1,1,1,0,4,2,2,10,4,2,2,0,0,1,0,6
C12556,11,3,1,1,1,1,5,2,2,10,6,5,2,1,0,2,1,5
C12557,12,2,3,3,1,2,3,4,2,6,4,3,2,2,2,2,1,4
C12558,12,1,3,0,3,0,5,3,1,10,10,0,10,0,5,5,0,4
C12559,12,6,3,0,3,0,6,3,3,10,6,0,6,0,0,2,0,6
C12560,12,3,1,1,0,0,4,1,2,10,2,2,0,0,0,1,0,4
C12561,6,5,0,0,0,6,6,3,3,7,0,0,0,2,0,0,1,4
C12562,12,5,0,0,0,3,5,3,3,10,0,0,0,4,0,0,2,6
C12563,11,4,0,0,0,4,5,2,3,10,0,0,0,1,0,0,1,6
C12564,12,4,0,0,0,5,5,6,3,10,0,0,0,7,0,0,4,6
C12565,7,3,1,0,1,3,3,1,2,10,10,0,9,2,0,2,1,6
C12566,12,2,3,3,1,0,3,2,1,10,8,6,5,0,0,3,0,5
C12567,11,1,1,1,0,0,1,1,1,10,2,2,0,0,0,1,0,6
C12568,12,3,0,0,0,3,5,3,1,10,0,0,0,2,0,0,1,5
C12569,12,1,2,1,1,2,4,3,1,10,7,5,5,8,0,3,4,5
C12570,12,1,0,0,0,3,3,3,1,1,0,0,0,1,0,0,1,5
C12571,12,3,3,3,0,0,3,3,2,10,4,4,0,0,0,3,0,8
C12572,12,1,3,3,2,0,6,3,1,10,10,10,5,0,10,6,0,5
C12573,12,5,3,3,2,2,6,3,3,10,10,7,10,2,0,7,1,7
C12574,12,2,5,5,0,0,5,4,1,10,7,7,0,0,6,6,0,8
C12575,12,1,1,0,1,0,2,1,1,10,10,0,10,0,6,3,0,5
C12576,12,5,3,3,0,1,6,3,3,10,6,6,0,1,0,3,1,3
C12577,12,1,3,3,2,0,3,3,1,10,10,10,6,0,10,6,0,7
C12578,12,3,0,0,0,1,3,1,1,10,0,0,0,1,0,0,1,6
C12579,12,1,0,0,0,2,3,1,1,5,0,0,0,4,0,0,2,6
C12580,12,4,4,3,3,0,5,4,2,10,10,10,10,0,0,7,0,4
C12581,12,3,0,0,0,1,3,1,1,10,0,0,0,2,0,0,1,5
C12582,12,1,2,0,2,0,3,1,1,10,10,0,10,0,5,6,0,5
C12583,12,0,2,0,2,0,3,2,0,0,10,0,10,0,0,3,0,4
C12584,12,1,3,3,0,0,5,0,0,2,1,1,0,0,0,1,0,6
C12585,12,2,1,0,1,3,3,3,1,10,5,0,4,3,2,2,1,5
C12586,12,2,1,0,1,1,4,3,1,10,5,0,4,4,0,2,1,5
C12587,12,3,1,1,0,3,3,3,2,10,1,1,0,5,1,1,3,5
C12588,12,1,0,0,0,3,3,4,1,7,0,0,0,1,3,0,1,5
C12589,12,4,4,1,4,3,5,5,4,10,10,1,10,2,1,8,1,6
C12590,12,5,3,0,3,4,5,4,5,10,7,0,7,3,0,5,5,5
C12591,12,2,0,0,0,3,3,3,1,8,0,0,0,1,0,0,1,7
C12592,12,2,3,2,2,0,3,3,2,10,6,5,5,0,3,5,0,7
C12593,12,3,0,0,0,4,3,4,2,10,0,0,0,3,1,0,2,5
C12594,12,1,1,0,1,0,5,1,1,7,5,0,5,0,0,2,0,7
C12595,12,1,2,0,2,0,4,3,1,5,4,0,3,0,10,1,0,7
C12596,12,5,4,4,3,0,5,3,3,10,9,4,8,0,0,4,0,4
C12597,12,2,6,4,5,0,5,6,1,10,10,4,10,0,10,7,0,7
C12598,12,2,1,1,1,0,3,1,1,10,9,7,5,0,0,4,0,5
C12599,12,1,2,2,1,0,5,2,1,10,4,2,2,0,1,2,0,5
C12600,12,4,1,1,0,1,4,3,4,10,1,1,0,1,0,1,1,6
C12601,12,1,4,3,3,0,5,3,1,10,10,6,10,0,4,5,0,6
C12602,12,1,3,3,0,0,5,2,1,10,10,10,0,0,5,3,0,6
C12603,7,3,3,3,0,4,5,1,1,9,6,6,0,9,0,3,4,9
C12604,12,1,1,0,1,0,4,1,1,10,10,0,10,0,7,3,0,5
C12605,6,4,0,0,0,5,5,2,2,9,0,0,0,7,0,0,3,6
C12606,12,3,0,0,0,2,3,2,1,10,0,0,0,1,0,0,1,8
C12607,12,3,1,1,0,2,5,1,1,10,1,1,0,1,0,1,1,6
C12608,12,1,2,1,1,0,5,2,1,10,10,10,6,0,10,5,0,6
C12609,12,1,1,0,1,0,3,1,1,6,5,0,5,0,5,2,0,5
C12610,12,1,2,0,2,0,3,3,1,6,8,0,8,0,3,2,0,5
C12611,12,2,3,3,1,3,3,3,2,10,7,7,1,4,2,5,2,6
C12612,12,2,0,0,0,2,3,3,1,10,0,0,0,2,2,0,1,5
C12613,12,1,2,2,0,0,5,2,1,10,10,10,0,0,10,3,0,6
C12614,12,2,0,0,0,4,4,4,1,5,0,0,0,2,0,0,1,6
C12615,11,3,0,0,0,1,3,2,1,10,0,0,0,1,0,0,1,5
C12616,12,3,0,0,0,1,3,2,2,10,0,0,0,2,0,0,1,6
C12617,12,1,1,0,1,0,5,1,1,10,4,0,3,0,3,2,0,6
C12618,7,2,3,3,0,0,3,1,2,9,6,6,0,0,0,7,0,4
C12619,12,1,2,2,0,0,3,1,1,10,10,10,0,0,4,4,0,5
C12620,12,5,0,0,0,3,5,3,3,10,0,0,0,3,0,0,2,8
C12621,12,3,0,0,0,3,3,2,1,10,0,0,0,3,0,0,1,7
C12622,12,4,1,1,1,3,4,3,3,10,4,3,1,4,0,1,2,5
C12623,12,1,2,1,2,0,3,1,1,10,10,3,8,0,3,3,0,4
